-1.722195937579646730e+00,4.335628611927777043e-01,1.822930347269456464e+00,8.416735572804082688e-01,-1.224862953832706269e+00,0.000000000000000000e+00
-1.722197607483904935e+00,4.335652005039993817e-01,1.823121709334063700e+00,8.414262429974923574e-01,-1.181223645572016245e-04,0.000000000000000000e+00
-1.722199277388163141e+00,4.335675398152210591e-01,1.823313071398670937e+00,8.411789287145764460e-01,1.224626709103591837e+00,0.000000000000000000e+00
-1.722195937579646730e+00,4.335628611927777043e-01,1.822930347269456464e+00,8.416735572804082688e-01,-1.224862953832706269e+00,0.000000000000000000e+00
-1.722197607483904935e+00,4.335652005039993817e-01,1.823121709334063700e+00,8.414262429974923574e-01,-1.181223645572016245e-04,0.000000000000000000e+00
-1.722199277388163141e+00,4.335675398152210591e-01,1.823313071398670937e+00,8.411789287145764460e-01,1.224626709103591837e+00,0.000000000000000000e+00
-1.722195937579646730e+00,4.335628611927777043e-01,1.822930347269456464e+00,8.416735572804082688e-01,-1.224862953832706269e+00,0.000000000000000000e+00
-1.722197607483904935e+00,4.335652005039993817e-01,1.823121709334063700e+00,8.414262429974923574e-01,-1.181223645572016245e-04,0.000000000000000000e+00
-1.722199277388163141e+00,4.335675398152210591e-01,1.823313071398670937e+00,8.411789287145764460e-01,1.224626709103591837e+00,0.000000000000000000e+00
-1.745296634358470378e+00,7.202593621756038234e-01,1.232776731992048180e+00,-6.213434331890328455e-01,-1.225066752391816394e+00,0.000000000000000000e+00
-1.745298304262728584e+00,7.202617014868255563e-01,1.232968094056655417e+00,-6.215907474719487569e-01,-3.219209236672326596e-04,0.000000000000000000e+00
-1.745299974166986789e+00,7.202640407980472892e-01,1.233159456121262654e+00,-6.218380617548646683e-01,1.224422910544481935e+00,0.000000000000000000e+00
-1.745296634358470378e+00,7.202593621756038234e-01,1.232776731992048180e+00,-6.213434331890328455e-01,-1.225066752391816394e+00,0.000000000000000000e+00
-1.745298304262728584e+00,7.202617014868255563e-01,1.232968094056655417e+00,-6.215907474719487569e-01,-3.219209236672326596e-04,0.000000000000000000e+00
-1.745299974166986789e+00,7.202640407980472892e-01,1.233159456121262654e+00,-6.218380617548646683e-01,1.224422910544481935e+00,0.000000000000000000e+00
-1.745296634358470378e+00,7.202593621756038234e-01,1.232776731992048180e+00,-6.213434331890328455e-01,-1.225066752391816394e+00,0.000000000000000000e+00
-1.745298304262728584e+00,7.202617014868255563e-01,1.232968094056655417e+00,-6.215907474719487569e-01,-3.219209236672326596e-04,0.000000000000000000e+00
-1.745299974166986789e+00,7.202640407980472892e-01,1.233159456121262654e+00,-6.218380617548646683e-01,1.224422910544481935e+00,0.000000000000000000e+00
-1.756846982747882313e+00,8.636076126670169106e-01,9.376999243533438166e-01,-1.352851928423753680e+00,-1.225168651671371345e+00,0.000000000000000000e+00
-1.756848652652140519e+00,8.636099519782386436e-01,9.378912864179510533e-01,-1.353099242706669481e+00,-4.238202032222482111e-04,0.000000000000000000e+00
-1.756850322556398725e+00,8.636122912894603765e-01,9.380826484825582900e-01,-1.353346556989585281e+00,1.224321011264926762e+00,0.000000000000000000e+00
-1.756846982747882313e+00,8.636076126670169106e-01,9.376999243533438166e-01,-1.352851928423753680e+00,-1.225168651671371345e+00,0.000000000000000000e+00
-1.756848652652140519e+00,8.636099519782386436e-01,9.378912864179510533e-01,-1.353099242706669481e+00,-4.238202032222482111e-04,0.000000000000000000e+00
-1.756850322556398725e+00,8.636122912894603765e-01,9.380826484825582900e-01,-1.353346556989585281e+00,1.224321011264926762e+00,0.000000000000000000e+00
-1.756846982747882313e+00,8.636076126670169106e-01,9.376999243533438166e-01,-1.352851928423753680e+00,-1.225168651671371345e+00,0.000000000000000000e+00
-1.756848652652140519e+00,8.636099519782386436e-01,9.378912864179510533e-01,-1.353099242706669481e+00,-4.238202032222482111e-04,0.000000000000000000e+00
-1.756850322556398725e+00,8.636122912894603765e-01,9.380826484825582900e-01,-1.353346556989585281e+00,1.224321011264926762e+00,0.000000000000000000e+00
-1.714454042533332778e+00,4.927343629918950474e-01,9.993337055677579128e-01,1.185370122604640253e+00,-1.224664969138434811e+00,0.000000000000000000e+00
